loan_id;date;amount;duration;payments;frequency;account_month;account_day;gender;birth_year;birth_month;birth_day;inhabitants;less499;less1999;more10000;last_balance;balance_m1_min;num_trans_m1;num_trans_m3;balance_m6_min;balance_y1_min;balance_all_min;credit_m1_min;credit_m3_min;withdrawal_m1_min;status
5176.0;941112.0;192552.0;24.0;8023.0;2.0;8.0;29.0;1.0;1963.0;12.0;31.0;87574.375;69.375;16.625;1.125;22255.5;19145.0;4.0;14.0;2310.2;2310.2;800.0;110.4;54.8;30.0;-1
5269.0;941119.0;164052.0;36.0;4557.0;1.0;11.0;17.0;1.0;1975.0;9.0;12.0;85930.6;40.9;16.1;1.3;20811.2;10011.2;4.0;18.0;-2564.7;-2564.7;-2564.7;111.3;53.7;100.0;-1
5351.0;941204.0;205200.0;36.0;5700.0;2.0;6.0;11.0;1.0;1963.0;1.0;25.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;54586.0;54586.0;8.0;24.0;42625.5;21136.3;900.0;281.8;261.4;30.0;1
5861.0;941208.0;51408.0;24.0;2142.0;0.0;11.0;16.0;0.0;1949.0;7.0;24.0;85930.6;40.9;16.1;1.3;49213.4;26085.7;5.0;20.0;19986.6;11876.0;900.0;161.8;161.8;14.6;1
5450.0;941211.0;199680.0;60.0;3328.0;0.0;10.0;25.0;0.0;1949.0;5.0;23.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;19924.0;19801.6;7.0;20.0;17666.6;14412.6;500.0;137.0;127.3;14.6;1
7142.0;941219.0;482940.0;60.0;8049.0;0.0;8.0;29.0;1.0;1976.0;5.0;21.0;1204953.0;0.0;0.0;1.0;18439.4;2036.4;11.0;30.0;2036.4;2036.4;900.0;84.6;84.6;14.6;-1
6306.0;941220.0;36684.0;12.0;3057.0;0.0;3.0;29.0;1.0;1978.0;9.0;23.0;85930.6;40.9;16.1;1.3;35093.0;22241.0;6.0;18.0;16659.5;16659.5;700.0;124.1;124.1;14.6;1
6272.0;941220.0;398640.0;60.0;6644.0;2.0;7.0;26.0;1.0;1960.0;2.0;9.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;59316.9;47223.9;7.0;22.0;29272.1;29272.1;400.0;219.8;219.8;30.0;1
5044.0;941221.0;100980.0;60.0;1683.0;0.0;12.0;1.0;0.0;1965.0;7.0;31.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;47137.7;32307.8;6.0;19.0;21976.8;21597.7;600.0;161.5;145.8;14.6;1
5576.0;941221.0;31248.0;12.0;2604.0;0.0;5.0;30.0;1.0;1939.0;3.0;15.0;1204953.0;0.0;0.0;1.0;53922.3;22786.3;6.0;20.0;22786.3;20144.5;1000.0;222.3;206.6;14.6;1
7192.0;941221.0;115992.0;36.0;3222.0;2.0;4.0;17.0;0.0;1937.0;5.0;17.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;17711.5;9669.5;11.0;26.0;2188.5;2188.5;200.0;228.1;73.5;30.0;1
5739.0;950102.0;76380.0;12.0;6365.0;0.0;5.0;1.0;1.0;1957.0;6.0;28.0;1204953.0;0.0;0.0;1.0;23171.2;21360.8;9.0;25.0;15755.4;1100.0;1100.0;110.5;80.4;14.6;1
6526.0;950103.0;288468.0;36.0;8013.0;0.0;8.0;29.0;1.0;1958.0;10.0;26.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;48840.6;48639.2;4.0;12.0;600.0;600.0;600.0;26.1;13.3;23300.0;1
5624.0;950103.0;177744.0;48.0;3703.0;0.0;8.0;10.0;0.0;1972.0;3.0;13.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;14230.7;2810.0;5.0;17.0;2810.0;-2485.5;-2485.5;35.3;35.3;14.6;-1
6244.0;950108.0;270648.0;36.0;7518.0;2.0;3.0;7.0;0.0;1937.0;11.0;4.0;1204953.0;0.0;0.0;1.0;50996.5;50996.5;9.0;27.0;19055.6;200.0;200.0;323.6;181.1;30.0;-1
5131.0;950108.0;48624.0;24.0;2026.0;0.0;8.0;5.0;0.0;1961.0;9.0;30.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;47993.6;47993.6;9.0;26.0;28332.6;20128.7;200.0;334.9;248.7;14.6;1
6960.0;950111.0;76416.0;24.0;3184.0;0.0;3.0;13.0;0.0;1937.0;9.0;2.0;1204953.0;0.0;0.0;1.0;12262.9;12262.9;9.0;23.0;9255.0;8686.4;8686.4;109.8;94.7;14.6;1
6358.0;950114.0;137880.0;60.0;2298.0;2.0;9.0;15.0;0.0;1963.0;3.0;12.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;19966.8;17377.8;10.0;21.0;6939.4;322.3;200.0;120.1;72.4;30.0;-1
5418.0;950116.0;347952.0;48.0;7249.0;0.0;3.0;30.0;1.0;1964.0;10.0;30.0;85930.6;40.9;16.1;1.3;57546.3;50294.5;6.0;19.0;32155.5;18868.3;300.0;229.4;229.4;14.6;1
6598.0;950118.0;68112.0;12.0;5676.0;0.0;8.0;4.0;1.0;1977.0;11.0;30.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;39416.1;17186.1;14.0;33.0;16817.1;11179.9;300.0;202.2;180.7;14.6;1
5464.0;950130.0;95808.0;12.0;7984.0;0.0;11.0;27.0;0.0;1940.0;9.0;7.0;85930.6;40.9;16.1;1.3;72500.4;35385.4;7.0;19.0;20545.5;16739.0;900.0;192.5;142.4;14.6;1
6591.0;950202.0;20832.0;48.0;434.0;0.0;8.0;1.0;0.0;1948.0;5.0;4.0;117897.7;26.9;16.1;2.1;17872.5;8184.6;12.0;32.0;8184.6;8184.6;500.0;68.5;68.5;14.6;1
5724.0;950205.0;316140.0;60.0;5269.0;0.0;3.0;24.0;0.0;1968.0;2.0;22.0;1204953.0;0.0;0.0;1.0;12811.8;10378.6;11.0;24.0;7087.0;1346.1;800.0;66.8;66.8;14.6;-1
6315.0;950206.0;43164.0;12.0;3597.0;0.0;2.0;8.0;1.0;1976.0;1.0;6.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;31349.9;30235.0;12.0;25.0;30235.0;800.0;800.0;229.5;229.5;14.6;1
5876.0;950208.0;221280.0;48.0;4610.0;2.0;1.0;15.0;0.0;1968.0;3.0;28.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;31344.7;31187.2;7.0;21.0;12967.5;8620.3;1100.0;157.5;126.6;30.0;1
6986.0;950211.0;151728.0;48.0;3161.0;0.0;5.0;16.0;0.0;1976.0;6.0;23.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;26488.7;-409.6;10.0;30.0;-669.7;-669.7;-669.7;35.6;9.8;1.9;-1
6294.0;950212.0;79920.0;60.0;1332.0;0.0;11.0;26.0;0.0;1953.0;4.0;5.0;85930.6;40.9;16.1;1.3;31271.6;31271.6;11.0;27.0;31271.6;20329.0;700.0;210.3;197.1;14.6;1
5132.0;950217.0;538500.0;60.0;8975.0;0.0;3.0;18.0;0.0;1960.0;6.0;28.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;23271.0;20194.5;8.0;22.0;14837.0;200.0;200.0;108.1;92.2;14.6;1
5877.0;950223.0;97224.0;24.0;4051.0;0.0;9.0;10.0;1.0;1951.0;4.0;7.0;85930.6;40.9;16.1;1.3;19479.6;16085.0;8.0;27.0;10361.7;10361.7;1000.0;96.2;84.7;14.6;1
6227.0;950304.0;28248.0;24.0;1177.0;0.0;8.0;24.0;1.0;1970.0;2.0;10.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;33743.7;33563.4;6.0;20.0;33563.4;33563.4;400.0;180.3;180.1;14.6;1
7241.0;950304.0;168984.0;24.0;7041.0;0.0;8.0;10.0;0.0;1976.0;3.0;18.0;1204953.0;0.0;0.0;1.0;24304.3;10061.9;6.0;22.0;7438.4;7438.4;-517.7;28.0;28.0;14.6;-1
6737.0;950311.0;76680.0;24.0;3195.0;0.0;9.0;12.0;0.0;1949.0;1.0;7.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;27191.2;27191.2;9.0;34.0;27191.2;27191.2;1000.0;202.5;184.4;14.6;1
7004.0;950315.0;331560.0;60.0;5526.0;0.0;8.0;21.0;0.0;1980.0;11.0;23.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;47992.1;38208.1;7.0;21.0;17397.5;17397.5;900.0;191.0;162.1;14.6;1
6169.0;950316.0;103680.0;60.0;1728.0;0.0;7.0;20.0;0.0;1971.0;6.0;24.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;36427.6;26812.6;6.0;23.0;5000.3;5000.3;500.0;99.1;72.5;14.6;-1
5208.0;950316.0;99696.0;48.0;2077.0;0.0;6.0;8.0;1.0;1971.0;6.0;25.0;85930.6;40.9;16.1;1.3;32966.8;-974.6;7.0;25.0;-974.6;-974.6;-974.6;66.4;66.4;0.4;-1
6694.0;950319.0;134784.0;24.0;5616.0;0.0;6.0;4.0;1.0;1940.0;5.0;11.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;16218.7;15467.0;6.0;21.0;15467.0;900.0;900.0;83.1;83.1;14.6;1
5599.0;950321.0;15420.0;12.0;1285.0;0.0;5.0;23.0;1.0;1965.0;6.0;4.0;117897.7;26.9;16.1;2.1;31867.2;23013.2;7.0;27.0;11341.9;11341.9;1000.0;100.9;100.9;14.6;1
6546.0;950327.0;31728.0;24.0;1322.0;0.0;9.0;5.0;0.0;1950.0;4.0;10.0;1204953.0;0.0;0.0;1.0;32802.7;21197.7;6.0;26.0;14413.3;14413.3;600.0;107.1;101.6;14.6;1
5414.0;950329.0;185952.0;48.0;3874.0;0.0;3.0;19.0;0.0;1945.0;2.0;22.0;117897.7;26.9;16.1;2.1;82385.2;47293.2;8.0;14.0;27005.0;11700.0;700.0;35092.0;148.9;4500.0;1
5453.0;950401.0;156672.0;36.0;4352.0;0.0;2.0;25.0;1.0;1956.0;4.0;25.0;85930.6;40.9;16.1;1.3;23271.5;12686.0;6.0;23.0;11418.8;11418.8;500.0;80.2;74.8;14.6;1
5740.0;950402.0;18564.0;12.0;1547.0;0.0;11.0;25.0;1.0;1963.0;2.0;4.0;1204953.0;0.0;0.0;1.0;43265.7;43098.4;3.0;9.0;200.0;200.0;200.0;167.3;115.9;13400.0;1
5804.0;950405.0;158976.0;48.0;3312.0;0.0;11.0;3.0;0.0;1939.0;1.0;9.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;18879.4;12819.7;7.0;26.0;12819.7;12819.7;600.0;74.4;74.4;14.6;1
6745.0;950410.0;47304.0;24.0;1971.0;0.0;11.0;10.0;0.0;1971.0;8.0;3.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;62458.3;52561.3;13.0;33.0;21438.0;18059.9;400.0;194.8;177.5;14.6;1
6950.0;950411.0;104712.0;24.0;4363.0;0.0;5.0;20.0;0.0;1944.0;12.0;12.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;21801.2;21801.2;5.0;17.0;18723.2;18723.2;400.0;100.3;83.9;14.6;1
6996.0;950413.0;126600.0;24.0;5275.0;0.0;5.0;20.0;0.0;1939.0;2.0;27.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;48720.6;37904.7;5.0;16.0;17875.8;17875.8;400.0;182.5;137.4;14.6;1
5352.0;950415.0;68400.0;12.0;5700.0;0.0;10.0;30.0;1.0;1976.0;6.0;9.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;23946.1;23798.4;2.0;6.0;800.0;800.0;800.0;147.7;147.7;3900.0;-1
6151.0;950425.0;225420.0;60.0;3757.0;0.0;6.0;17.0;1.0;1948.0;8.0;3.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;32403.4;29485.4;5.0;18.0;18666.1;200.0;200.0;118.1;98.5;14.6;1
5310.0;950428.0;248148.0;36.0;6893.0;0.0;12.0;11.0;1.0;1940.0;7.0;24.0;85930.6;40.9;16.1;1.3;41108.6;28300.6;9.0;24.0;15263.6;15263.6;600.0;148.1;116.1;14.6;1
5045.0;950501.0;187224.0;24.0;7801.0;0.0;12.0;13.0;0.0;1947.0;10.0;8.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;50846.7;7307.8;5.0;16.0;5133.8;-243.3;-243.3;75.9;75.9;14.6;-1
6929.0;950508.0;36396.0;12.0;3033.0;2.0;7.0;6.0;0.0;1972.0;4.0;3.0;1204953.0;0.0;0.0;1.0;45480.6;25993.0;6.0;17.0;18262.3;18262.3;800.0;177.6;92.8;30.0;1
5151.0;950524.0;189060.0;60.0;3151.0;1.0;11.0;2.0;1.0;1958.0;12.0;30.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;68945.6;38274.6;8.0;19.0;31211.5;200.0;200.0;343.2;256.4;100.0;1
5212.0;950529.0;71064.0;36.0;1974.0;0.0;4.0;21.0;1.0;1946.0;10.0;17.0;117897.7;26.9;16.1;2.1;31397.0;28753.0;9.0;21.0;17935.8;17935.8;700.0;139.4;128.5;14.6;1
5138.0;950530.0;87216.0;48.0;1817.0;0.0;9.0;21.0;1.0;1954.0;3.0;16.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;26795.3;22015.3;6.0;23.0;20088.9;20088.9;700.0;10405.0;99.6;382.0;1
5713.0;950530.0;158760.0;60.0;2646.0;0.0;7.0;27.0;0.0;1978.0;1.0;31.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;19182.3;13609.3;7.0;24.0;8042.2;8042.2;900.0;400.0;99.5;368.0;1
6704.0;950601.0;417060.0;60.0;6951.0;0.0;11.0;20.0;1.0;1961.0;9.0;14.0;85930.6;40.9;16.1;1.3;80621.0;45242.6;12.0;33.0;25774.5;25774.5;200.0;287.4;192.4;14.6;1
6474.0;950606.0;63360.0;60.0;1056.0;0.0;9.0;6.0;0.0;1955.0;8.0;14.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;25649.6;23041.8;6.0;17.0;18781.0;18781.0;700.0;107.9;107.9;14.6;1
6676.0;950613.0;29784.0;24.0;1241.0;0.0;2.0;8.0;1.0;1969.0;12.0;25.0;85930.6;40.9;16.1;1.3;37920.3;31979.3;3.0;9.0;200.0;200.0;200.0;128.9;59.4;11300.0;1
6965.0;950613.0;139536.0;24.0;5814.0;0.0;11.0;14.0;1.0;1941.0;9.0;13.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;36472.9;36472.9;6.0;25.0;18330.3;5818.0;800.0;308.6;308.6;14.6;1
6725.0;950623.0;265320.0;36.0;7370.0;0.0;9.0;18.0;1.0;1948.0;8.0;28.0;87574.375;69.375;16.625;1.125;35289.8;21515.8;8.0;23.0;19583.8;19583.8;700.0;107.6;107.6;14.6;1
7166.0;950624.0;198240.0;24.0;8260.0;0.0;1.0;15.0;0.0;1956.0;2.0;18.0;117897.7;26.9;16.1;2.1;44644.2;32492.2;4.0;10.0;300.0;300.0;300.0;134.6;104.0;7303.0;1
7138.0;950703.0;60000.0;60.0;1000.0;0.0;9.0;13.0;0.0;1946.0;10.0;15.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;16878.6;16810.3;8.0;23.0;16810.3;16141.2;400.0;82.9;82.9;14.6;1
5970.0;950709.0;465072.0;48.0;9689.0;0.0;1.0;14.0;0.0;1948.0;5.0;8.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;37152.4;23910.4;4.0;17.0;2063.4;2063.4;300.0;91.5;65.9;14.6;1
6157.0;950710.0;98592.0;24.0;4108.0;1.0;1.0;8.0;1.0;1963.0;12.0;24.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;43871.9;43871.9;7.0;16.0;25018.7;900.0;900.0;288.2;269.0;100.0;1
6153.0;950725.0;285600.0;60.0;4760.0;2.0;11.0;15.0;1.0;1980.0;12.0;7.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;28194.4;23994.4;6.0;22.0;16510.5;1100.0;1100.0;221.0;99.1;30.0;1
5693.0;950801.0;44088.0;24.0;1837.0;0.0;12.0;8.0;1.0;1951.0;6.0;25.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;44383.2;31373.1;5.0;18.0;21764.8;1000.0;1000.0;180.1;139.3;14.6;1
5922.0;950805.0;20220.0;12.0;1685.0;0.0;8.0;27.0;1.0;1973.0;5.0;15.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;31303.3;11356.0;6.0;19.0;11356.0;500.0;500.0;109.9;90.7;14.6;1
5959.0;950811.0;107640.0;24.0;4485.0;0.0;2.0;13.0;1.0;1959.0;11.0;22.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;65325.4;29443.4;8.0;15.0;600.0;600.0;600.0;154.7;154.7;14.6;1
5980.0;950818.0;21396.0;12.0;1783.0;0.0;6.0;4.0;0.0;1968.0;9.0;9.0;87574.375;69.375;16.625;1.125;24782.0;24782.0;6.0;18.0;23067.5;16925.3;1000.0;136.6;117.9;14.6;1
6764.0;950826.0;33984.0;48.0;708.0;0.0;8.0;24.0;0.0;1972.0;8.0;4.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;44465.4;41301.4;6.0;19.0;27518.7;14064.0;600.0;139.2;139.2;14.6;1
5237.0;950829.0;45336.0;24.0;1889.0;0.0;4.0;27.0;0.0;1957.0;4.0;29.0;87574.375;69.375;16.625;1.125;39839.5;39839.5;7.0;21.0;39501.2;37807.1;800.0;196.5;193.5;14.6;1
6726.0;950903.0;85860.0;60.0;1431.0;0.0;6.0;29.0;1.0;1955.0;10.0;20.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;39220.2;32622.1;7.0;20.0;20535.2;16467.9;1000.0;156.1;119.8;14.6;1
6933.0;950909.0;188688.0;48.0;3931.0;0.0;4.0;2.0;1.0;1965.0;7.0;23.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;23579.7;23579.7;8.0;15.0;400.0;400.0;400.0;184.8;184.8;14.6;1
5145.0;950916.0;309552.0;48.0;6449.0;0.0;1.0;18.0;0.0;1935.0;1.0;29.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;51799.4;43696.4;5.0;19.0;35709.2;700.0;700.0;198.9;193.5;14.6;1
7008.0;950922.0;36168.0;12.0;3014.0;0.0;3.0;4.0;0.0;1961.0;8.0;19.0;1204953.0;0.0;0.0;1.0;29138.1;25349.1;8.0;25.0;18445.2;300.0;300.0;141.5;141.5;14.6;1
7227.0;951002.0;314520.0;60.0;5242.0;2.0;6.0;5.0;1.0;1955.0;11.0;18.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;50487.0;49714.6;8.0;34.0;14905.2;6005.6;500.0;309.5;309.5;30.0;1
6600.0;951008.0;21852.0;36.0;607.0;0.0;4.0;22.0;0.0;1954.0;12.0;5.0;117897.7;26.9;16.1;2.1;42899.4;42763.2;5.0;11.0;700.0;700.0;700.0;176.8;156.9;14.6;1
6712.0;951014.0;266220.0;60.0;4437.0;0.0;5.0;10.0;1.0;1965.0;2.0;17.0;87574.375;69.375;16.625;1.125;38159.6;29081.6;11.0;29.0;15736.1;15736.1;900.0;151.4;99.7;14.6;1
7057.0;951020.0;231696.0;36.0;6436.0;2.0;7.0;1.0;0.0;1973.0;5.0;30.0;1204953.0;0.0;0.0;1.0;47174.7;23946.7;11.0;27.0;19523.7;16047.7;800.0;187.5;140.1;30.0;1
7176.0;951028.0;260028.0;36.0;7223.0;0.0;12.0;8.0;0.0;1976.0;11.0;25.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;69850.9;36993.9;7.0;22.0;19576.9;14181.6;200.0;257.4;247.4;14.6;1
7304.0;951029.0;419880.0;60.0;6998.0;2.0;5.0;26.0;1.0;1945.0;10.0;30.0;1204953.0;0.0;0.0;1.0;24704.4;24404.4;6.0;12.0;200.0;200.0;200.0;262.6;206.3;8500.0;1
6362.0;951031.0;37908.0;12.0;3159.0;0.0;7.0;28.0;1.0;1976.0;5.0;8.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;46113.5;46113.5;4.0;14.0;40918.4;18341.9;800.0;18954.0;206.1;1900.0;1
5880.0;951031.0;73836.0;36.0;2051.0;0.0;4.0;26.0;1.0;1967.0;5.0;29.0;117897.7;26.9;16.1;2.1;67453.1;45132.1;3.0;7.0;22484.0;900.0;900.0;19430.0;424.6;20100.0;1
6535.0;951102.0;41952.0;12.0;3496.0;0.0;9.0;3.0;0.0;1972.0;12.0;10.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;24672.8;24553.0;10.0;26.0;24553.0;19349.8;500.0;134.4;134.4;14.6;1
5449.0;951104.0;99336.0;24.0;4139.0;0.0;12.0;9.0;1.0;1980.0;7.0;9.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;30824.1;27287.5;6.0;19.0;17420.8;300.0;300.0;100.0;100.0;14.6;1
6342.0;951112.0;60156.0;36.0;1671.0;0.0;3.0;27.0;0.0;1976.0;8.0;8.0;87574.375;69.375;16.625;1.125;132316.8;41876.3;10.0;31.0;31534.3;400.0;400.0;236.1;236.1;14.6;-1
5409.0;951118.0;182040.0;60.0;3034.0;0.0;11.0;21.0;1.0;1951.0;3.0;24.0;87574.375;69.375;16.625;1.125;38747.5;38747.5;8.0;18.0;37464.0;600.0;600.0;281.9;281.9;14.6;1
6955.0;951122.0;244368.0;48.0;5091.0;1.0;7.0;22.0;0.0;1970.0;4.0;2.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;86194.1;49624.1;10.0;22.0;43963.5;40588.7;200.0;304.3;304.3;100.0;1
6985.0;951122.0;113796.0;36.0;3161.0;1.0;12.0;1.0;0.0;1971.0;10.0;9.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;34054.0;24838.8;7.0;23.0;21161.1;500.0;500.0;138.2;137.6;100.0;1
5125.0;951123.0;73056.0;48.0;1522.0;0.0;2.0;6.0;0.0;1970.0;12.0;18.0;117897.7;26.9;16.1;2.1;21545.7;15853.7;7.0;22.0;15853.7;500.0;500.0;98.0;98.0;14.6;1
5805.0;951128.0;137904.0;24.0;5746.0;0.0;7.0;22.0;0.0;1968.0;5.0;6.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;35159.7;31381.7;3.0;9.0;600.0;600.0;600.0;122.7;29.4;8100.0;-1
6185.0;951128.0;31176.0;24.0;1299.0;0.0;6.0;8.0;0.0;1968.0;1.0;29.0;1204953.0;0.0;0.0;1.0;50647.1;32635.1;7.0;15.0;700.0;700.0;700.0;256.0;217.5;14.6;1
7243.0;951204.0;217152.0;36.0;6032.0;0.0;1.0;29.0;0.0;1974.0;7.0;7.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;42279.3;42067.7;6.0;19.0;25379.2;400.0;400.0;226.2;201.8;14.6;1
6403.0;951205.0;194880.0;48.0;4060.0;0.0;6.0;1.0;0.0;1979.0;12.0;6.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;31021.6;30849.9;6.0;18.0;23781.4;15529.1;300.0;171.7;160.0;14.6;1
6578.0;951211.0;27984.0;12.0;2332.0;2.0;7.0;10.0;0.0;1949.0;2.0;16.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;18380.5;18380.5;6.0;19.0;7300.9;7300.9;500.0;161.8;91.0;30.0;1
5413.0;951212.0;92976.0;24.0;3874.0;2.0;5.0;22.0;1.0;1970.0;10.0;7.0;85930.6;40.9;16.1;1.3;21531.8;21531.8;5.0;26.0;16721.2;3217.1;300.0;220.1;220.1;30.0;1
6949.0;951212.0;104712.0;24.0;4363.0;2.0;5.0;22.0;1.0;1970.0;10.0;7.0;85930.6;40.9;16.1;1.3;30115.3;30115.3;5.0;25.0;20342.3;910.8;300.0;255.6;255.6;30.0;1
6545.0;951212.0;191880.0;60.0;3198.0;0.0;3.0;15.0;0.0;1949.0;3.0;8.0;87574.375;69.375;16.625;1.125;78521.0;51185.4;15.0;33.0;13848.8;400.0;400.0;280.2;136.0;14.6;1
6178.0;951216.0;232560.0;48.0;4845.0;1.0;7.0;5.0;1.0;1970.0;1.0;29.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;41243.5;39227.5;8.0;18.0;600.0;600.0;600.0;350.3;348.4;100.0;1
5160.0;951218.0;204000.0;60.0;3400.0;0.0;12.0;17.0;0.0;1944.0;5.0;6.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;37992.7;18862.3;8.0;22.0;17219.9;17219.9;400.0;126.0;121.0;14.6;1
6785.0;951225.0;125340.0;60.0;2089.0;2.0;9.0;5.0;0.0;1944.0;6.0;15.0;1204953.0;0.0;0.0;1.0;19007.0;19007.0;7.0;23.0;19007.0;13791.0;500.0;176.4;136.3;30.0;1
6540.0;951231.0;309600.0;48.0;6450.0;2.0;1.0;17.0;0.0;1975.0;6.0;26.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;35488.1;35488.1;5.0;19.0;23278.8;400.0;400.0;58052.0;238.2;5500.0;1
6589.0;960101.0;189696.0;24.0;7904.0;2.0;4.0;9.0;0.0;1945.0;9.0;24.0;87574.375;69.375;16.625;1.125;88632.1;34539.2;10.0;30.0;20241.4;700.0;700.0;210.9;152.6;30.0;1
5900.0;960101.0;135360.0;48.0;2820.0;0.0;1.0;3.0;0.0;1975.0;9.0;24.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;54868.9;54582.8;6.0;26.0;20352.7;200.0;200.0;300.8;270.5;14.6;1
5999.0;960103.0;98832.0;48.0;2059.0;0.0;2.0;6.0;1.0;1970.0;9.0;10.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;27169.8;19267.8;10.0;25.0;10732.4;7782.5;500.0;139.5;126.3;14.6;1
6043.0;960111.0;20352.0;48.0;424.0;0.0;4.0;3.0;1.0;1948.0;3.0;5.0;146784.92857142858;59.785714285714285;35.42857142857143;1.5;21281.5;21281.5;8.0;21.0;21281.5;400.0;400.0;144.2;132.1;14.6;1
5482.0;960112.0;165120.0;60.0;2752.0;0.0;5.0;21.0;1.0;1950.0;3.0;18.0;112252.81818181818;64.0909090909091;26.454545454545453;1.9090909090909092;23825.4;18256.8;5.0;20.0;15128.8;11035.7;1100.0;83.2;83.2;14.6;1
7263.0;960119.0;89880.0;24.0;3745.0;2.0;8.0;18.0;0.0;1963.0;5.0;16.0;179118.36363636365;19.727272727272727;28.272727272727273;2.5454545454545454;39079.5;39079.5;9.0;21.0;800.0;800.0;800.0;318.3;291.4;30.0;1
6013.0;960203.0;128988.0;36.0;3583.0;2.0;8.0;1.0;0.0;1939.0;8.0;15.0;87574.375;69.375;16.625;1.125;9710.2;9615.0;10.0;22.0;2792.8;-36.1;-36.1;95.2;94.5;30.0;-1
5750.0;960208.0;63252.0;12.0;5271.0;0.0;4.0;7.0;1.0;1949.0;6.0;24.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;49709.2;17991.1;10.0;28.0;13097.7;13097.7;13097.7;108.8;108.8;14.6;1
6027.0;960210.0;61656.0;24.0;2569.0;2.0;8.0;27.0;1.0;1953.0;12.0;25.0;92102.83333333333;62.666666666666664;26.666666666666668;1.5833333333333333;59695.5;44254.4;3.0;8.0;400.0;400.0;400.0;241.1;36.9;13800.0;-1
6303.0;960212.0;72408.0;24.0;3017.0;1.0;10.0;9.0;1.0;1958.0;6.0;13.0;85930.6;40.9;16.1;1.3;36363.9;36363.9;3.0;7.0;700.0;700.0;700.0;210.4;210.4;14000.0;-1
